id,level,category,player,date,time,url,start_frame,end_frame
njsypy72,xd07mgxw,vdoqe16k,v8ldrplj,2024-12-20,17.967,https://youtu.be/smxYZ08OTMc,4.567,22.567
6zmp1cx3,xd07mgxw,vdoqe16k,jngo4ow8,2024-09-28,17.994,https://youtu.be/y_iX5lbAJoc,0.333,18.333
